name,url,token,price,city,desc,full_desc
پژو 206 SD V8، مدل ۱۳۹۰,https://divar.ir/v/پژو-206-SD-V8،-مدل-۱۳۹۰/gZhmjOuX,gZhmjOuX,300000000,تهران,"۶۸,۰۰۰ کیلومتر","پژو 206 SD V8، مدل ۱۳۹۰|سواری و وانت|تهران، تجریش|خرید و فروش پژو 206 SD V8، مدل ۱۳۹۰
باسلام ماشین فوق سند تک برگه از صفری دست خود بند بوده و شیش یا هفت سال چون ایران نبودم خواب بوده فقط هفته ای یبار سرایدامون روشن میکرد که موتورش خراب نشه
ماشین بدونه رنگ بدونه تصادف بدونه خط یا خش بدونه حتی یه نقطه بشرط کارشناسی
۶۸ هزار تا کار بشرط دیاگ
زاپاس زیرش نرفته پلم کارخونه روشه
بیمه و بیمه بدنه داره
معاینه فنی داره
سند اماده انتقال
کارت سوخت داره
تمام سرویس های ماهیانه انجام شده
لاستیک ها نو
دزد گیر تصویری
شیشه ها دودی
باطری نو
سواری عالی کولر روشن
به دلال نمیفروشم اصلا
خریدار واقعی بی زحمت فقط تماس بگیره
اس ام اس جواب نمیدم
تماس فقط پاسخ میدم| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۸۹,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۹/gZhiD7s2,gZhiD7s2,260000000,اصفهان,"۲۹۵,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۸۹|سواری و وانت|اصفهان، بهارستان|خرید و فروش سلام 
خودرو فنی سالم کولر روشن 
لاستیک ٪۸۰
روکش صندلی و‌کفپوش
ضبط و باند
برگه کارشناسی عکس اخر| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۷,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۷/gZhiTOQs,gZhiTOQs,160000000,اصفهان,"۱۲۷,۰۰۰ کیلومتر",پژو 206 تیپ ۲، مدل ۱۳۹۷|سواری و وانت|اصفهان، حسین‌آباد|خرید و فروش در اثر ترکیدگی تایر جلو، ماشین چپ کرده. ایربگ ها عمل کرده.گیربکس نیاز به پوسته دارد. موتور سالم است.نیاز به اتاق دارد. بقیه موارد هم در تصاویر مشخص است. لطفا خریدار واقعی تماس بگیره.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
پژو 206 تیپ ۵، مدل ۱۳۹۸,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۸/gZe-cnb0,gZe-cnb0,565000000,شیراز,"۱۰۸,۰۰۰ کیلومتر","پژو 206 تیپ ۵، مدل ۱۳۹۸|سواری و وانت|شیراز، فضل‌آباد|خرید و فروش با سلام و‌ خسته نباشید 
ماشین ۲۰۶ سفید تیپ ۵ 
سالم و تمیز 
دارای بیمه بدنه و شخص ثالث 
مدارک تمام کامل 
همراه با برگه کارشناسی شده 
فنی سالم بشرط بدون کوچکترین مشکل 
دارای مانیتور 
دوربین دنده عقب 
شیشه دودی 
لاستیک ۹۵ درصد 
روکش چرم اصل و پلاستیک صندلی
روکش فرمان 
کفپوش سه بعدی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۵ بیرنگ,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۵-بیرنگ/gZc2dq9V,gZc2dq9V,425000000,تهران,"۱۱۶,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۵ بیرنگ|سواری و وانت|تهران، خانی‌آباد|خرید و فروش بیرنگ بدون خطو خش 
نسبت به مدلش خیلی سالم 
در حد  براقیت روز اول داره همش تو پارکینگ بوده
۱۱ ماه بیمه
ماشین دوم خونس کم استفاده میشه 
لاستیکا نو  جلو بندی لنت دیسک داخل مرتب 
دیسک صفحه تسمه تایم همه به تازگی تعویض شده 
ماشین سالم میخوای زنگ بزن ارزون زیاد تو دیوار هست
ادرس هم خانی اباد بغل شکر بانو هم چهاردانگه شهرک مطهری  میشه بازدید کرد
معاوظه با ۲۰۷| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۸۵,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۵/gZhmSQVB,gZhmSQVB,250000000,تهران,"۲۸۵,۰۰۰ کیلومتر",پژو 206 تیپ ۲، مدل ۱۳۸۵|سواری و وانت|تهران، خانی‌آباد|خرید و فروش برگه کارشناس داخل عکس موجود است| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
پژو 206 تیپ ۲، مدل ۱۴۰۰,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۴۰۰/gZheTpGF,gZheTpGF,545000000,تهران,"۲,۰۰۰ کیلومتر",پژو 206 تیپ ۲، مدل ۱۴۰۰|سواری و وانت|تهران، اتابک|خرید و فروش ۲۰۶ خشک در حد صفر بدون نقطه حتی روی سپر به شرط کارشناسی فقط مصرف کننده| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
پژو 206 تیپ ۲، مدل ۱۳۹۸,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۸/gZhqSMmC,gZhqSMmC,475000000,تهران,"۴۵,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۸|سواری و وانت|تهران، شهرک ولیعصر|خرید و فروش درود فراوان
ماشین بسیار کم مصرف میباشد
بدون هیچ گونه تصادفی..دارای خط و خش جزیی..یه خط روی کاپوت یه مردم آزار انداخته که در تصویر مشخصه| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۸,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۸/gZheDkGe,gZheDkGe,460000000,تهران,"۸۱,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۸|سواری و وانت|تهران، مهرآباد جنوبی|خرید و فروش با سلام
لوکیشن اگهی درسته،مهر اباد جنوبی،
تحویل ۹۸/۱۲/۲۱. از اول روکش صندلی و کفپوش داشته.
ماشین سالم،قفل کاپوت و زاپاس و کامپیوتر و باتری دارد.
تقویت درب برای جلوگیری از دزدی دارد.
تصادف نداشته حتی ضربه کوچک.رنگ ندارد.
معاینه فنی و بیمه دارد.
برگه کارشناسی هم گذاشتم.
فروش فقط تعویض پلاک.نهایتا ۵ روز مهلت وکالت.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۵، مدل ۱۳۹۴ آبی رویال کم کار درحد,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۴-آبی-رویال-کم-کار-درحد/gZa6WQBt,gZa6WQBt,400000000,تهران,"۱۱۰,۰۰۰ کیلومتر",
۲۰۶ تیپ ۲ لا کاغذی,https://divar.ir/v/۲۰۶-تیپ-۲-لا-کاغذی/gZhezg0B,gZhezg0B,415000000,اصفهان,"۱۳۳,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۸۲,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۲/gZhezb3u,gZhezb3u,175000000,تهران,"۱۲۸,۸۰۰ کیلومتر",
پژو 206مدل۱۳۹۵.قابل معاوضه,https://divar.ir/v/پژو-206مدل۱۳۹۵.قابل-معاوضه/gZhezaka,gZhezaka,111111111,شیراز,"۲۵۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۹۹,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۹/gZhezGjR,gZhezGjR,485000000,تهران,"۷۲,۰۰۰ کیلومتر",
پژو 206 تیپ 2، مدل ۱۳۹۹ بی رنگ* تک برگ سند* کم کار,https://divar.ir/v/پژو-206-تیپ-2،-مدل-۱۳۹۹-بی-رنگ*-تک-برگ-سند*-کم-کار/gZhaz2Vh,gZhaz2Vh,445000000,تهران,"۷۱,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۹۷,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۷/gZh6SdR2,gZh6SdR2,389000000,تهران,"۵۰,۰۰۰ کیلومتر",
پژو 206 SD V8، فروش یا معاوضه با شاهین,https://divar.ir/v/پژو-206-SD-V8،-فروش-یا-معاوضه-با-شاهین/gZh-Savq,gZh-Savq,425000000,تهران,"۸۸,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۴۰۱,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۴۰۱/gZhaDqUG,gZhaDqUG,480000000,تهران,"۷۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۳، مدل ۱۳۸۵,https://divar.ir/v/پژو-206-تیپ-۳،-مدل-۱۳۸۵/gZCiarjb,gZCiarjb,220000000,تهران,"۲۶۰,۰۰۰ کیلومتر","پژو 206 تیپ ۳، مدل ۱۳۸۵|سواری و وانت|تهران، مجیدیه|خرید و فروش سرسیلندر ماشین ترک داره 
۳ الی ۴ تیکه رنگ ولی به اسم دورنگ شاسی ها به شرط
لاستیک جلو ۲۰۵ ۸۰٪ لاستیک عقب ۷۰٪
بیمه معاینه 
کلاف درب قفل کاپوت| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۴ مدل ۱۳۸۲ کاملا مشابه صفر,https://divar.ir/v/پژو-206-تیپ-۴-مدل-۱۳۸۲-کاملا-مشابه-صفر/gZNmYETE,gZNmYETE,987654321,تهران,"۲۵,۲۴۱ کیلومتر","پژو 206 تیپ ۴ مدل ۱۳۸۲ کاملا مشابه صفر|سواری و وانت|تهران، تهرانپارس غربی|خرید و فروش ۲۰۶ مدل ۸۲ 
تیپ ۴ فرانسه 
کاملا استثنایی
بدون کوچک ترین آفتاب سوختگی (در عکس روی کاپوت سایه ی ابر هستش)
رنگ بژ نقره ای سفارشی از خود کارخانه فرانسه که در روز نقره ای و در شب بژ نشان داده میشود
کاملا پلمپ
موتور tu5
موتور و گیریبکس مثل ساعت بدون کوچک ترین مشکل کار میکنه
کارکرد ۲۵۲۴۱ به شرط واقعی بودن
مشابه صفر
لاستیک میشلن فابریک کارخانه روی ماشین است
خودرو کاملا کم یاب
به شرط کارشناسی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۹,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۹/gZhWjlrS,gZhWjlrS,425000000,تهران,"۱۱۳,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۹|سواری و وانت|تهران، اختیاریه|خرید و فروش موتور سالم، شاسی ها سالم و پلمپ، بدون رنگ، در چند نقطه نیاز به صافکاری دارد. 
کفپوش سرتاسری
سنسور عقب شیشه ها دودی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 SD V9، مدل ۱۳۸۸ کارکرد ۳۳۹۳۰۰,https://divar.ir/v/پژو-206-SD-V9،-مدل-۱۳۸۸-کارکرد-۳۳۹۳۰۰/gZhWTiD9,gZhWTiD9,310000000,تهران,"۳۳۹,۳۰۰ کیلومتر","پژو 206 SD V9، مدل ۱۳۸۸ کارکرد ۳۳۹۳۰۰|سواری و وانت|تهران، نارمک|خرید و فروش پژو 206 V9 SD مدل ۸۸
۱۰ ماه بیمه دارد| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 فرانسوی نقره آبی متالیک tu3، مدل 81,https://divar.ir/v/پژو-206-فرانسوی-نقره-آبی-متالیک-tu3،-مدل-81/QZuPSmEC,QZuPSmEC,199000000,تهران,"۲۲۰,۰۰۰ کیلومتر","پژو 206 فرانسوی نقره آبی متالیک tu3، مدل 81|سواری و وانت|تهران، خاک سفید|خرید و فروش سیستم جداگانه صوتی به مبلغ 14 میلیون
بازسازی کامل شده
بیمه یکسال
موتور نو
دیسکو صفحه تعویض
عقب ستون پلمپ
رادیاتورها تعویض عملکرد عالی
استارت و سفر
تایید شده آگاهی سند تک برگ
لاستیک ها حدود 90 درصد
بیمه 11.1
مدارک کامل
داخل تودوزی آبی (نایاب)
تخفیف پای معامله
سقف آفتب سوختگی دارد
بازدید محدوده شرق تهران| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۳ پانوراما، مدل ۱۴۰۱,https://divar.ir/v/پژو-206-تیپ-۳-پانوراما،-مدل-۱۴۰۱/gZQayM99,gZQayM99,555000000,تهران,"۱۱,۰۰۰ کیلومتر","پژو 206 تیپ ۳ پانوراما، مدل ۱۴۰۱|سواری و وانت|تهران، بهار|خرید و فروش باسلام.
خودرو در حد صفر می باشد،مدل اسفند 1401.
خودرودر تاریخ ۱۴۰۳/۰۴/۲۳ به شرح ذیل کارشناسی شده است ، اتومبیل فاقد رنگ میباشد، شاسی عقب و جلو سالم و پلمپ می باشد، سینی عقب به اندازه ی یک بند انگشت خوردگی دارد.
دارای مانیتور اندرویدی.
باند سیستمی با کیفیت روی اتاق صندوق.
چهار چرخ های اتومبیل دارای پیچ های ضد سرقت می باشند.
ضبط فابریک LSD
دارای دوربین وسنسور عقب.
دور فرمان چرم.
دارای بیمه ی شخص ثالث وبیمه ی بدنه۳ماه.
برگه ی کارشناسی موجود می‌باشد.
لطفا خریدار واقعی تماس نماید.
باتشکر.| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۸,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۸/gZhWCN7r,gZhWCN7r,442000000,اصفهان,"۱۳۰,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۸|سواری و وانت|اصفهان، باغ فدک|خرید و فروش باسلام
206تیپ 2
tu3
تسمه تایم و لاستیک و باتری و ... تازه تعویض شده
از لحاظ موتوری عالی
سرشاسی عقب سمت راننده ضربه جزیی
سینی جلو ضربه جزیی
شاسی ها سالم به شرط
درب صندوق و گلگیر عقب سمت راننده رنگ
معاوضه در صورتی که ماشین شما هم به قیمت باشه و کارشناسی
نقد هم تخفیف جزیی پای قرارداد| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 تیپ ۲، مدل ۱۳۹۷,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۷/gZf-vL24,gZf-vL24,455000000,تهران,"۶۶,۰۰۰ کیلومتر","پژو 206 تیپ ۲، مدل ۱۳۹۷|سواری و وانت|تهران، بریانک|خرید و فروش پژو ۲۰۶ تیپ ۲ مدل۹۷ از نظر فنی کاملا سالم به شرط کارشناسی.
در حد نو کم کارکرد .
تمامی لوازم مصرفی به موقع عوض شده
باطری و لاستیک و روغن تازه عوض شده . روکش صندلی نو ک کفی سه بعدی کاملا بدون هزینه .
شاسی ها پلمپ و بیمه تا آخر سال| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار"
پژو 206 SD V8، مدل ۱۳۹۶,https://divar.ir/v/پژو-206-SD-V8،-مدل-۱۳۹۶/gZXatFHL,gZXatFHL,398000000,اصفهان,"۲۷۰,۰۰۰ کیلومتر",پژو 206 SD V8، مدل ۱۳۹۶|سواری و وانت|اصفهان، رهنان|خرید و فروش این قیمت فقط تا فرداافنی سالم به شرط رخ تمیز روکش و کفپوش سه لکه جلو رنگه با دو تا طوق لیسه شاسی سالم قیمتش خیلی پایین زدم به دلیل نیاز مالی بورسی تماس نگیره قابل معاوضه با ۱۱۱ و ۱۳۱ تا ۳۰۰ تومن| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
پژو 206 تیپ ۳، مدل ۱۳۹۹,https://divar.ir/v/پژو-206-تیپ-۳،-مدل-۱۳۹۹/gZhOzmyK,gZhOzmyK,550000000,اصفهان,"۱۷,۰۰۰ کیلومتر",پژو 206 تیپ ۳، مدل ۱۳۹۹|سواری و وانت|اصفهان، ردان|خرید و فروش روکش صندلی.سنسور دنده عقب| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
پژو 206 تیپ ۲، مدل ۱۳۹۶,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۶/gZhOzk74,gZhOzk74,405000000,تهران,"۱۴۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۹۵,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۹۵/gZaaBmDh,gZaaBmDh,410000000,اصفهان,"۱۵۹,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۸۷,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۷/gZfe7xa0,gZfe7xa0,258000000,تهران,"۳۲۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۵، مدل ۱۳۹۳,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۳/gZhKDJls,gZhKDJls,490000000,تهران,"۱۶۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۵، مدل ۱۳۹۵,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۵/gZdyPqGp,gZdyPqGp,420000000,تهران,"۸۷,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۴۰۱,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۴۰۱/gZJekYxJ,gZJekYxJ,517000000,تهران,"۲۳,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۸۳,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۳/gZhGzPgb,gZhGzPgb,225000000,تهران,"۱۹۹,۰۰۰ کیلومتر",
پژو 206 تیپ ۲، مدل ۱۳۸۸,https://divar.ir/v/پژو-206-تیپ-۲،-مدل-۱۳۸۸/gZdq18Nd,gZdq18Nd,285000000,تهران,"۱۲۰,۰۰۰ کیلومتر",
پژو 206 تیپ ۵، مدل ۱۳۹۴ همه چیز نو,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۴-همه-چیز-نو/gZhCzdkq,gZhCzdkq,395000000,تهران,"۱۳۳,۰۰۰ کیلومتر",
پژو 206 SD V8، مدل ۱۳۹۹,https://divar.ir/v/پژو-206-SD-V8،-مدل-۱۳۹۹/gZMCyYIN,gZMCyYIN,526000000,تهران,"۶۲,۰۰۰ کیلومتر",
پژو 206 تیپ ۵، مدل ۱۳۹۶,https://divar.ir/v/پژو-206-تیپ-۵،-مدل-۱۳۹۶/gZh-yZco,gZh-yZco,465000000,تهران,"۱۸۰,۰۰۰ کیلومتر",پژو 206 تیپ ۵، مدل ۱۳۹۶|سواری و وانت|تهران، ستارخان|خرید و فروش ماشین از هر جهت سالم، فنی عالی، سند دست اول، لاستیک ها کره ای، فروش بعلت نیاز مالی| سایت ثبت آگهی، نیازمندی و خرید و فروش دیوار
